id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed,total_stats,primary_type,secondary_type,height_m,weight_kg,bmi,atk_def_ratio,sp_atk_sp_def_ratio
116,horsea,59,4,80,water,"swift-swim, sniper, damp","razor-wind, headbutt, take-down, double-edge, leer",30.0,40.0,70.0,70.0,25.0,60.0,295.0,water,,0.4,8.0,49.99999999999999,0.5714285714285714,2.8
117,seadra,154,12,250,water,"poison-point, sniper, damp","headbutt, take-down, double-edge, leer, disable",55.0,65.0,95.0,95.0,45.0,85.0,440.0,water,,1.2,25.0,17.36111111111111,0.6842105263157895,2.111111111111111
118,goldeen,64,6,150,water,"swift-swim, water-veil, lightning-rod","swords-dance, headbutt, horn-attack, fury-attack, horn-drill",45.0,67.0,60.0,35.0,50.0,63.0,320.0,water,,0.6,15.0,41.66666666666667,1.1166666666666667,0.7
119,seaking,158,13,390,water,"swift-swim, water-veil, lightning-rod","swords-dance, headbutt, horn-attack, fury-attack, horn-drill",80.0,92.0,65.0,65.0,80.0,68.0,450.0,water,,1.3,39.0,23.076923076923073,1.4153846153846155,0.8125
120,staryu,68,8,345,water,"illuminate, natural-cure, analytic","headbutt, tackle, take-down, double-edge, supersonic",30.0,45.0,55.0,70.0,55.0,85.0,340.0,water,,0.8,34.5,53.90624999999999,0.8181818181818182,1.2727272727272727
121,starmie,182,11,800,"water, psychic","illuminate, natural-cure, analytic","headbutt, tackle, take-down, double-edge, water-gun",60.0,75.0,85.0,100.0,85.0,115.0,520.0,water,psychic,1.1,80.0,66.11570247933884,0.8823529411764706,1.1764705882352942
122,mr-mime,161,13,545,"psychic, fairy","soundproof, filter, technician","pound, double-slap, mega-punch, fire-punch, ice-punch",40.0,45.0,65.0,100.0,120.0,90.0,460.0,psychic,fairy,1.3,54.5,32.24852071005917,0.6923076923076923,0.8333333333333334
123,scyther,100,15,560,"bug, flying","swarm, technician, steadfast","razor-wind, swords-dance, cut, wing-attack, headbutt",70.0,110.0,80.0,55.0,80.0,105.0,500.0,bug,flying,1.5,56.0,24.88888888888889,1.375,0.6875
124,jynx,159,14,406,"ice, psychic","oblivious, forewarn, dry-skin","pound, double-slap, mega-punch, ice-punch, mega-kick",65.0,50.0,35.0,115.0,95.0,95.0,455.0,ice,psychic,1.4,40.6,20.71428571428572,1.4285714285714286,1.2105263157894737
125,electabuzz,172,11,300,electric,"static, vital-spirit","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",65.0,83.0,57.0,95.0,85.0,105.0,490.0,electric,,1.1,30.0,24.793388429752063,1.456140350877193,1.1176470588235294
126,magmar,173,13,445,fire,"flame-body, vital-spirit","mega-punch, fire-punch, thunder-punch, mega-kick, headbutt",65.0,95.0,57.0,100.0,85.0,93.0,495.0,fire,,1.3,44.5,26.33136094674556,1.6666666666666667,1.1764705882352942
127,pinsir,175,15,550,bug,"hyper-cutter, mold-breaker, moxie","vice-grip, guillotine, swords-dance, cut, bind",65.0,125.0,100.0,55.0,70.0,85.0,500.0,bug,,1.5,55.0,24.444444444444443,1.25,0.7857142857142857
128,tauros,172,14,884,normal,"intimidate, anger-point, sheer-force","stomp, headbutt, horn-attack, horn-drill, tackle",75.0,100.0,95.0,40.0,70.0,110.0,490.0,normal,,1.4,88.4,45.10204081632654,1.0526315789473684,0.5714285714285714
129,magikarp,40,9,100,water,"swift-swim, rattled","tackle, hydro-pump, splash, flail, bounce",20.0,10.0,55.0,15.0,20.0,80.0,200.0,water,,0.9,10.0,12.345679012345679,0.18181818181818182,0.75
130,gyarados,189,65,2350,"water, flying","intimidate, moxie","bind, headbutt, tackle, body-slam, take-down",95.0,125.0,79.0,60.0,100.0,81.0,540.0,water,flying,6.5,235.0,5.562130177514793,1.5822784810126582,0.6
131,lapras,187,25,2200,"water, ice","water-absorb, shell-armor, hydration","headbutt, horn-drill, body-slam, take-down, double-edge",130.0,85.0,80.0,85.0,95.0,60.0,535.0,water,ice,2.5,220.0,35.2,1.0625,0.8947368421052632
132,ditto,101,3,40,normal,"limber, imposter",transform,48.0,48.0,48.0,48.0,48.0,48.0,288.0,normal,,0.3,4.0,44.44444444444444,1.0,1.0
133,eevee,65,3,65,normal,"run-away, adaptability, anticipation","pay-day, double-kick, sand-attack, headbutt, tackle",55.0,55.0,50.0,45.0,65.0,55.0,325.0,normal,,0.3,6.5,72.22222222222223,1.1,0.6923076923076923
134,vaporeon,184,10,290,water,"water-absorb, hydration","pay-day, double-kick, sand-attack, headbutt, tackle",130.0,65.0,60.0,110.0,95.0,65.0,525.0,water,,1.0,29.0,29.0,1.0833333333333333,1.1578947368421053
135,jolteon,184,8,245,electric,"volt-absorb, quick-feet","pay-day, double-kick, sand-attack, headbutt, tackle",65.0,65.0,60.0,110.0,95.0,130.0,525.0,electric,,0.8,24.5,38.28124999999999,1.0833333333333333,1.1578947368421053
136,flareon,184,9,250,fire,"flash-fire, guts","pay-day, double-kick, sand-attack, headbutt, tackle",65.0,130.0,60.0,95.0,110.0,65.0,525.0,fire,,0.9,25.0,30.864197530864196,2.1666666666666665,0.8636363636363636
137,porygon,79,8,365,normal,"trace, download, analytic","headbutt, tackle, take-down, double-edge, ice-beam",65.0,60.0,70.0,85.0,75.0,40.0,395.0,normal,,0.8,36.5,57.031249999999986,0.8571428571428571,1.1333333333333333
138,omanyte,71,4,75,"rock, water","swift-swim, shell-armor, weak-armor","bind, slam, sand-attack, headbutt, horn-attack",35.0,40.0,100.0,90.0,55.0,35.0,355.0,rock,water,0.4,7.5,46.87499999999999,0.4,1.6363636363636365
139,omastar,173,10,350,"rock, water","swift-swim, shell-armor, weak-armor","bind, sand-attack, headbutt, horn-attack, horn-drill",70.0,60.0,125.0,115.0,70.0,55.0,495.0,rock,water,1.0,35.0,35.0,0.48,1.6428571428571428
140,kabuto,71,5,115,"rock, water","swift-swim, battle-armor, weak-armor","scratch, sand-attack, headbutt, body-slam, take-down",30.0,80.0,90.0,55.0,45.0,55.0,355.0,rock,water,0.5,11.5,46.0,0.8888888888888888,1.2222222222222223
141,kabutops,173,13,405,"rock, water","swift-swim, battle-armor, weak-armor","scratch, razor-wind, swords-dance, cut, mega-kick",60.0,115.0,105.0,65.0,70.0,80.0,495.0,rock,water,1.3,40.5,23.964497041420117,1.0952380952380953,0.9285714285714286
142,aerodactyl,180,18,590,"rock, flying","rock-head, pressure, unnerve","razor-wind, wing-attack, whirlwind, fly, headbutt",80.0,105.0,65.0,60.0,75.0,130.0,515.0,rock,flying,1.8,59.0,18.209876543209877,1.6153846153846154,0.8
143,snorlax,189,21,4600,normal,"immunity, thick-fat, gluttony","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch",160.0,110.0,65.0,65.0,110.0,30.0,540.0,normal,,2.1,460.0,104.30839002267574,1.6923076923076923,0.5909090909090909
144,articuno,261,17,554,"ice, flying","pressure, snow-cloak","razor-wind, gust, whirlwind, fly, headbutt",90.0,85.0,100.0,95.0,125.0,85.0,580.0,ice,flying,1.7,55.4,19.169550173010382,0.85,0.76
145,zapdos,261,16,526,"electric, flying","pressure, static","razor-wind, whirlwind, fly, headbutt, take-down",90.0,90.0,85.0,125.0,90.0,100.0,580.0,electric,flying,1.6,52.6,20.546874999999996,1.0588235294117647,1.3888888888888888
146,moltres,261,20,600,"fire, flying","pressure, flame-body","razor-wind, gust, wing-attack, whirlwind, fly",90.0,100.0,90.0,125.0,85.0,90.0,580.0,fire,flying,2.0,60.0,15.0,1.1111111111111112,1.4705882352941178
147,dratini,60,18,33,dragon,"shed-skin, marvel-scale","bind, slam, headbutt, body-slam, wrap",41.0,64.0,45.0,50.0,50.0,50.0,300.0,dragon,,1.8,3.3,1.0185185185185184,1.4222222222222223,1.0
148,dragonair,147,40,165,dragon,"shed-skin, marvel-scale","bind, slam, headbutt, horn-drill, body-slam",61.0,84.0,65.0,70.0,70.0,70.0,420.0,dragon,,4.0,16.5,1.03125,1.2923076923076924,1.0
149,dragonite,270,22,2100,"dragon, flying","inner-focus, multiscale","mega-punch, fire-punch, ice-punch, thunder-punch, razor-wind",91.0,134.0,95.0,100.0,100.0,80.0,600.0,dragon,flying,2.2,210.0,43.38842975206611,1.4105263157894736,1.0
150,mewtwo,306,20,1220,psychic,"pressure, unnerve","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch",106.0,110.0,90.0,154.0,90.0,130.0,680.0,psychic,,2.0,122.0,30.5,1.2222222222222223,1.711111111111111
151,mew,270,4,40,psychic,synchronize,"pound, mega-punch, pay-day, fire-punch, ice-punch",100.0,100.0,100.0,100.0,100.0,100.0,600.0,psychic,,0.4,4.0,24.999999999999996,1.0,1.0
152,chikorita,64,9,64,grass,"overgrow, leaf-guard","swords-dance, cut, vine-whip, headbutt, tackle",45.0,49.0,65.0,49.0,65.0,45.0,318.0,grass,,0.9,6.4,7.901234567901234,0.7538461538461538,0.7538461538461538
153,bayleef,142,12,158,grass,"overgrow, leaf-guard","swords-dance, cut, vine-whip, headbutt, tackle",60.0,62.0,80.0,63.0,80.0,60.0,405.0,grass,,1.2,15.8,10.972222222222223,0.775,0.7875
154,meganium,236,18,1005,grass,"overgrow, leaf-guard","swords-dance, cut, vine-whip, headbutt, tackle",80.0,82.0,100.0,83.0,100.0,80.0,525.0,grass,,1.8,100.5,31.018518518518515,0.82,0.83
155,cyndaquil,62,5,79,fire,"blaze, flash-fire","cut, double-kick, headbutt, tackle, body-slam",39.0,52.0,43.0,60.0,50.0,65.0,309.0,fire,,0.5,7.9,31.6,1.2093023255813953,1.2
156,quilava,142,9,190,fire,"blaze, flash-fire","cut, double-kick, headbutt, tackle, body-slam",58.0,64.0,58.0,80.0,65.0,80.0,405.0,fire,,0.9,19.0,23.456790123456788,1.103448275862069,1.2307692307692308
157,typhlosion,240,17,795,fire,"blaze, flash-fire","mega-punch, fire-punch, thunder-punch, cut, double-kick",78.0,84.0,78.0,109.0,85.0,100.0,534.0,fire,,1.7,79.5,27.508650519031146,1.0769230769230769,1.2823529411764707
158,totodile,63,6,95,water,"torrent, sheer-force","mega-punch, ice-punch, scratch, razor-wind, swords-dance",50.0,65.0,64.0,44.0,48.0,43.0,314.0,water,,0.6,9.5,26.38888888888889,1.015625,0.9166666666666666
159,croconaw,142,11,250,water,"torrent, sheer-force","mega-punch, ice-punch, scratch, swords-dance, cut",65.0,80.0,80.0,59.0,63.0,58.0,405.0,water,,1.1,25.0,20.661157024793386,1.0,0.9365079365079365
160,feraligatr,239,23,888,water,"torrent, sheer-force","mega-punch, ice-punch, scratch, swords-dance, cut",85.0,105.0,100.0,79.0,83.0,78.0,530.0,water,,2.3,88.8,16.78638941398866,1.05,0.9518072289156626
161,sentret,43,8,60,normal,"run-away, keen-eye, frisk","fire-punch, ice-punch, thunder-punch, scratch, cut",35.0,46.0,34.0,35.0,45.0,20.0,215.0,normal,,0.8,6.0,9.374999999999998,1.3529411764705883,0.7777777777777778
162,furret,145,18,325,normal,"run-away, keen-eye, frisk","fire-punch, ice-punch, thunder-punch, scratch, cut",85.0,76.0,64.0,45.0,55.0,90.0,415.0,normal,,1.8,32.5,10.030864197530864,1.1875,0.8181818181818182
163,hoothoot,52,7,212,"normal, flying","insomnia, keen-eye, tinted-lens","wing-attack, whirlwind, fly, tackle, take-down",60.0,30.0,30.0,36.0,56.0,50.0,262.0,normal,flying,0.7,21.2,43.26530612244898,1.0,0.6428571428571429
164,noctowl,158,16,408,"normal, flying","insomnia, keen-eye, tinted-lens","wing-attack, whirlwind, fly, tackle, body-slam",100.0,50.0,50.0,86.0,96.0,70.0,452.0,normal,flying,1.6,40.8,15.937499999999996,1.0,0.8958333333333334
165,ledyba,53,10,108,"bug, flying","swarm, early-bird, rattled","comet-punch, mega-punch, ice-punch, thunder-punch, swords-dance",40.0,20.0,30.0,40.0,80.0,55.0,265.0,bug,flying,1.0,10.8,10.8,0.6666666666666666,0.5
166,ledian,137,14,356,"bug, flying","swarm, early-bird, iron-fist","comet-punch, mega-punch, ice-punch, thunder-punch, swords-dance",55.0,35.0,50.0,55.0,110.0,85.0,390.0,bug,flying,1.4,35.6,18.16326530612245,0.7,0.5
167,spinarak,50,5,85,"bug, poison","swarm, insomnia, sniper","body-slam, double-edge, poison-sting, twineedle, pin-missile",40.0,60.0,40.0,40.0,40.0,30.0,250.0,bug,poison,0.5,8.5,34.0,1.5,1.0
168,ariados,140,11,335,"bug, poison","swarm, insomnia, sniper","swords-dance, body-slam, double-edge, poison-sting, pin-missile",70.0,90.0,70.0,60.0,70.0,40.0,400.0,bug,poison,1.1,33.5,27.685950413223136,1.2857142857142858,0.8571428571428571
169,crobat,241,18,750,"poison, flying","inner-focus, infiltrator","gust, wing-attack, fly, double-edge, bite",85.0,90.0,80.0,70.0,80.0,130.0,535.0,poison,flying,1.8,75.0,23.148148148148145,1.125,0.875
170,chinchou,66,5,120,"water, electric","volt-absorb, illuminate, water-absorb","take-down, double-edge, supersonic, mist, water-gun",75.0,38.0,38.0,56.0,56.0,67.0,330.0,water,electric,0.5,12.0,48.0,1.0,1.0
171,lanturn,161,12,225,"water, electric","volt-absorb, illuminate, water-absorb","take-down, double-edge, supersonic, mist, water-gun",125.0,58.0,58.0,76.0,76.0,67.0,460.0,water,electric,1.2,22.5,15.625,1.0,1.0
172,pichu,41,3,20,electric,"static, lightning-rod","double-slap, mega-punch, thunder-punch, mega-kick, headbutt",20.0,40.0,15.0,35.0,35.0,60.0,205.0,electric,,0.3,2.0,22.22222222222222,2.6666666666666665,1.0
173,cleffa,44,3,30,fairy,"cute-charm, magic-guard, friend-guard","pound, mega-punch, mega-kick, headbutt, tackle",50.0,25.0,28.0,45.0,55.0,15.0,218.0,fairy,,0.3,3.0,33.333333333333336,0.8928571428571429,0.8181818181818182
174,igglybuff,42,3,10,"normal, fairy","cute-charm, competitive, friend-guard","pound, mega-punch, mega-kick, headbutt, body-slam",90.0,30.0,15.0,40.0,20.0,15.0,210.0,normal,fairy,0.3,1.0,11.11111111111111,2.0,2.0
175,togepi,49,3,15,fairy,"hustle, serene-grace, super-luck","pound, mega-punch, mega-kick, headbutt, tackle",35.0,20.0,65.0,40.0,65.0,20.0,245.0,fairy,,0.3,1.5,16.666666666666668,0.3076923076923077,0.6153846153846154
176,togetic,142,6,32,"fairy, flying","hustle, serene-grace, super-luck","pound, mega-punch, fly, mega-kick, headbutt",55.0,40.0,85.0,80.0,105.0,40.0,405.0,fairy,flying,0.6,3.2,8.88888888888889,0.47058823529411764,0.7619047619047619
177,natu,64,2,20,"psychic, flying","synchronize, early-bird, magic-bounce","double-edge, leer, peck, drill-peck, solar-beam",40.0,50.0,45.0,70.0,45.0,70.0,320.0,psychic,flying,0.2,2.0,49.99999999999999,1.1111111111111112,1.5555555555555556
178,xatu,165,15,150,"psychic, flying","synchronize, early-bird, magic-bounce","fly, double-edge, leer, hyper-beam, peck",65.0,75.0,70.0,95.0,70.0,95.0,470.0,psychic,flying,1.5,15.0,6.666666666666667,1.0714285714285714,1.3571428571428572
179,mareep,56,6,78,electric,"static, plus","sand-attack, headbutt, tackle, body-slam, take-down",55.0,40.0,40.0,65.0,45.0,35.0,280.0,electric,,0.6,7.8,21.666666666666668,1.0,1.4444444444444444
180,flaaffy,128,8,133,electric,"static, plus","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",70.0,55.0,55.0,80.0,60.0,45.0,365.0,electric,,0.8,13.3,20.781249999999996,1.0,1.3333333333333333
181,ampharos,230,14,615,electric,"static, plus","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",90.0,75.0,85.0,115.0,90.0,55.0,510.0,electric,,1.4,61.5,31.377551020408166,0.8823529411764706,1.2777777777777777
182,bellossom,221,4,58,grass,"chlorophyll, healer","swords-dance, cut, double-edge, acid, hyper-beam",75.0,80.0,95.0,90.0,100.0,50.0,490.0,grass,,0.4,5.8,36.24999999999999,0.8421052631578947,0.9
183,marill,88,4,85,"water, fairy","thick-fat, huge-power, sap-sipper","mega-punch, ice-punch, slam, mega-kick, headbutt",70.0,20.0,50.0,20.0,50.0,40.0,250.0,water,fairy,0.4,8.5,53.12499999999999,0.4,0.4
184,azumarill,189,8,285,"water, fairy","thick-fat, huge-power, sap-sipper","mega-punch, ice-punch, slam, mega-kick, headbutt",100.0,50.0,80.0,60.0,80.0,50.0,420.0,water,fairy,0.8,28.5,44.53124999999999,0.625,0.75
185,sudowoodo,144,12,380,rock,"sturdy, rock-head, rattled","mega-punch, fire-punch, ice-punch, thunder-punch, slam",70.0,100.0,115.0,30.0,65.0,30.0,410.0,rock,,1.2,38.0,26.38888888888889,0.8695652173913043,0.46153846153846156
186,politoed,225,11,339,water,"water-absorb, damp, drizzle","pound, double-slap, mega-punch, ice-punch, mega-kick",90.0,75.0,75.0,90.0,100.0,70.0,500.0,water,,1.1,33.9,28.01652892561983,1.0,0.9
187,hoppip,50,4,5,"grass, flying","chlorophyll, leaf-guard, infiltrator","pay-day, swords-dance, headbutt, tackle, take-down",35.0,35.0,40.0,35.0,55.0,50.0,250.0,grass,flying,0.4,0.5,3.1249999999999996,0.875,0.6363636363636364
188,skiploom,119,6,10,"grass, flying","chlorophyll, leaf-guard, infiltrator","swords-dance, headbutt, tackle, take-down, double-edge",55.0,45.0,50.0,45.0,65.0,80.0,340.0,grass,flying,0.6,1.0,2.7777777777777777,0.9,0.6923076923076923
189,jumpluff,207,8,30,"grass, flying","chlorophyll, leaf-guard, infiltrator","swords-dance, headbutt, tackle, take-down, double-edge",75.0,55.0,70.0,55.0,95.0,110.0,460.0,grass,flying,0.8,3.0,4.687499999999999,0.7857142857142857,0.5789473684210527
190,aipom,72,8,115,normal,"run-away, pickup, skill-link","double-slap, mega-punch, fire-punch, ice-punch, thunder-punch",55.0,70.0,55.0,40.0,55.0,85.0,360.0,normal,,0.8,11.5,17.968749999999996,1.2727272727272727,0.7272727272727273
191,sunkern,36,3,18,grass,"chlorophyll, solar-power, early-bird","swords-dance, cut, tackle, take-down, double-edge",30.0,30.0,30.0,30.0,30.0,30.0,180.0,grass,,0.3,1.8,20.0,1.0,1.0
192,sunflora,149,8,85,grass,"chlorophyll, solar-power, early-bird","pound, swords-dance, cut, tackle, take-down",75.0,75.0,55.0,105.0,85.0,30.0,425.0,grass,,0.8,8.5,13.281249999999998,1.3636363636363635,1.2352941176470589
193,yanma,78,12,380,"bug, flying","speed-boost, compound-eyes, frisk","swords-dance, gust, wing-attack, whirlwind, headbutt",65.0,65.0,45.0,75.0,45.0,95.0,390.0,bug,flying,1.2,38.0,26.38888888888889,1.4444444444444444,1.6666666666666667
194,wooper,42,4,85,"water, ground","damp, water-absorb, unaware","ice-punch, slam, double-kick, headbutt, body-slam",55.0,45.0,45.0,25.0,25.0,15.0,210.0,water,ground,0.4,8.5,53.12499999999999,1.0,1.0
195,quagsire,151,14,750,"water, ground","damp, water-absorb, unaware","mega-punch, ice-punch, slam, mega-kick, headbutt",95.0,85.0,85.0,65.0,65.0,35.0,430.0,water,ground,1.4,75.0,38.26530612244898,1.0,1.0
196,espeon,184,9,265,psychic,"synchronize, magic-bounce","pay-day, cut, sand-attack, headbutt, tackle",65.0,65.0,60.0,130.0,95.0,110.0,525.0,psychic,,0.9,26.5,32.716049382716044,1.0833333333333333,1.368421052631579
197,umbreon,184,10,270,dark,"synchronize, inner-focus","pay-day, cut, sand-attack, headbutt, tackle",95.0,65.0,110.0,60.0,130.0,65.0,525.0,dark,,1.0,27.0,27.0,0.5909090909090909,0.46153846153846156
198,murkrow,81,5,21,"dark, flying","insomnia, super-luck, prankster","gust, wing-attack, whirlwind, fly, take-down",60.0,85.0,42.0,85.0,42.0,91.0,405.0,dark,flying,0.5,2.1,8.4,2.0238095238095237,2.0238095238095237
199,slowking,172,20,795,"water, psychic","oblivious, own-tempo, regenerator","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch",95.0,75.0,80.0,100.0,110.0,30.0,490.0,water,psychic,2.0,79.5,19.875,0.9375,0.9090909090909091
200,misdreavus,87,7,10,ghost,levitate,"headbutt, double-edge, growl, psybeam, hyper-beam",60.0,60.0,60.0,85.0,85.0,85.0,435.0,ghost,,0.7,1.0,2.0408163265306127,1.0,1.0
201,unown-a,118,5,50,psychic,levitate,hidden-power,48.0,72.0,48.0,72.0,48.0,48.0,336.0,psychic,,0.5,5.0,20.0,1.5,1.5
202,wobbuffet,142,13,285,psychic,"shadow-tag, telepathy","counter, amnesia, splash, destiny-bond, charm",190.0,33.0,58.0,33.0,58.0,33.0,405.0,psychic,,1.3,28.5,16.863905325443785,0.5689655172413793,0.5689655172413793
203,girafarig,159,15,415,"normal, psychic","inner-focus, early-bird, sap-sipper","razor-wind, stomp, double-kick, headbutt, tackle",70.0,80.0,65.0,90.0,65.0,85.0,455.0,normal,psychic,1.5,41.5,18.444444444444443,1.2307692307692308,1.3846153846153846
204,pineco,58,6,72,bug,"sturdy, overcoat","headbutt, tackle, body-slam, take-down, double-edge",50.0,65.0,90.0,35.0,35.0,15.0,290.0,bug,,0.6,7.2,20.0,0.7222222222222222,1.0
205,forretress,163,12,1258,"bug, steel","sturdy, overcoat","headbutt, tackle, body-slam, take-down, double-edge",75.0,90.0,140.0,60.0,60.0,40.0,465.0,bug,steel,1.2,125.8,87.36111111111111,0.6428571428571429,1.0
206,dunsparce,145,15,140,normal,"serene-grace, run-away, rattled","bind, headbutt, body-slam, take-down, double-edge",100.0,70.0,70.0,65.0,65.0,45.0,415.0,normal,,1.5,14.0,6.222222222222222,1.0,1.0
207,gligar,86,11,648,"ground, flying","hyper-cutter, sand-veil, immunity","guillotine, razor-wind, swords-dance, cut, wing-attack",65.0,75.0,105.0,35.0,65.0,85.0,430.0,ground,flying,1.1,64.8,53.55371900826445,0.7142857142857143,0.5384615384615384
208,steelix,179,92,4000,"steel, ground","rock-head, sturdy, sheer-force","cut, bind, slam, headbutt, tackle",75.0,85.0,200.0,55.0,65.0,30.0,510.0,steel,ground,9.2,400.0,4.725897920604916,0.425,0.8461538461538461
209,snubbull,60,6,78,fairy,"intimidate, run-away, rattled","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",60.0,80.0,50.0,40.0,40.0,30.0,300.0,fairy,,0.6,7.8,21.666666666666668,1.6,1.0
210,granbull,158,14,487,fairy,"intimidate, quick-feet, rattled","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",90.0,120.0,75.0,60.0,60.0,45.0,450.0,fairy,,1.4,48.7,24.84693877551021,1.6,1.0
211,qwilfish,88,5,39,"water, poison","poison-point, swift-swim, intimidate","swords-dance, headbutt, tackle, take-down, double-edge",65.0,95.0,85.0,55.0,55.0,85.0,440.0,water,poison,0.5,3.9,15.6,1.1176470588235294,1.0
